stock_code,description,median_unit_price,n_invoices,first_seen,last_seen
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1.65,387,2009-12-13,2011-11-13
22244,3 HOOK HANGER MAGIC GARDEN,1.95,431,2009-12-09,2011-09-28
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",0.85,413,2009-12-09,2011-09-01
22246,"GARLAND, MAGIC GARDEN 1.8M",1.95,185,2009-12-01,2011-11-14
22247,BUNNY DECORATION MAGIC GARDEN,0.85,180,2009-12-13,2011-11-08
22248,DECORATION  PINK CHICK MAGIC GARDEN,0.85,171,2009-12-02,2011-11-09
22249,DECORATION WHITE CHICK MAGIC GARDEN,0.85,241,2009-12-13,2011-11-09
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,0.85,254,2009-12-13,2011-11-11
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1.25,293,2009-12-17,2011-11-11
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,1.25,109,2009-12-10,2011-11-13
22253,6 CROCHET STRAWBERRIES,1.25,86,2009-12-01,2010-04-08
22254,FELT TOADSTOOL LARGE,1.25,144,2009-12-01,2011-11-14
22255,FELT TOADSTOOL  SMALL,0.85,136,2009-12-01,2011-11-14
22256,FELT FARM ANIMAL CHICKEN,1.25,119,2009-12-07,2011-09-07
22257,FELT FARM ANIMAL SHEEP,1.25,57,2010-01-21,2011-10-30
22258,FELT FARM ANIMAL RABBIT,1.25,130,2009-12-04,2011-11-11
22259,FELT FARM ANIMAL HEN,1.25,72,2010-01-24,2011-04-26
22260,FELT EGG COSY BLUE RABBIT,1.63,230,2009-12-02,2011-11-14
22261,FELT EGG COSY WHITE RABBIT,0.85,228,2009-12-01,2011-11-13
22262,FELT EGG COSY CHICKEN,0.85,294,2009-12-01,2011-11-14
22263,FELT EGG COSY LADYBIRD,0.85,96,2009-12-06,2011-10-31
22264,FELT FARM ANIMAL WHITE BUNNY,0.85,167,2009-12-14,2011-10-24
22265,EASTER DECORATION NATURAL CHICK,0.65,166,2009-12-02,2011-11-06
22266,EASTER DECORATION HANGING BUNNY,0.65,151,2009-12-17,2011-11-13
22267,EASTER DECORATION EGG BUNNY,1.25,113,2009-12-07,2011-11-14
22268,EASTER DECORATION SITTING BUNNY,0.85,236,2009-12-13,2011-11-10
22269,EGG CUP NATURAL CHICKEN,1.25,195,2009-12-02,2011-11-13
22270,HAPPY EASTER HANGING DECORATION,3.75,151,2009-12-03,2011-11-04
22271,FELTCRAFT DOLL ROSIE,2.95,757,2009-12-01,2011-11-14
22272,FELTCRAFT DOLL MARIA,2.95,300,2009-12-01,2011-05-22
22273,FELTCRAFT DOLL MOLLY,2.95,751,2009-12-01,2011-11-14
22274,FELTCRAFT DOLL EMILY,2.95,601,2009-12-01,2011-11-14
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,8.5,313,2009-12-01,2010-12-02
22276,WASH BAG VINTAGE ROSE PAISLEY,2.55,370,2009-12-01,2011-11-04
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2.1,238,2009-12-01,2011-11-14
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,4.95,353,2009-12-02,2011-11-14
22279,POCKET BAG BLUE PAISLEY RED SPOT,1.25,192,2009-12-02,2011-11-13
22280,POCKET BAG PINK PAISELY BROWN SPOT,1.25,147,2009-12-01,2011-11-14
22281,EASTER TREE YELLOW BIRDS,5.95,148,2009-12-01,2011-11-02
22282,12 EGG HOUSE PAINTED WOOD,12.75,208,2009-12-01,2011-11-10
22283,6 EGG HOUSE PAINTED WOOD,7.95,372,2009-12-01,2011-11-13
22284,HEN HOUSE DECORATION,1.65,294,2009-12-03,2011-11-14
22285,"DECORATION HEN ON NEST, HANGING",1.65,256,2009-12-06,2011-11-06
22286,"DECORATION , WOBBLY RABBIT , METAL",1.65,189,2009-12-01,2011-11-13
22287,"DECORATION , WOBBLY CHICKEN, METAL",1.65,115,2009-12-03,2011-11-04
22288,HANGING METAL RABBIT DECORATION,1.25,116,2009-12-01,2011-11-10
22289,"DECORATION , HANGING METAL CHICKEN",1.25,75,2009-12-01,2011-08-23
22290,STANDING METAL RABBIT WITH EGG,2.1,78,2009-12-09,2010-03-31
22291,"SPRING DEC , HANGING CHICK CREAM",1.45,262,2009-12-03,2011-09-27
22292,HANGING CHICK  YELLOW DECORATION,1.45,219,2009-12-03,2011-11-06
22293,HANGING CHICK GREEN DECORATION,1.45,222,2009-12-02,2011-11-06
22294,HEART FILIGREE DOVE  SMALL,1.25,834,2009-12-01,2011-11-14
22295,HEART FILIGREE DOVE LARGE,1.65,685,2009-12-01,2011-11-13
22296,HEART IVORY TRELLIS LARGE,1.65,806,2009-12-01,2011-11-13
22297,HEART IVORY TRELLIS SMALL,1.25,937,2009-12-01,2011-11-13
22299,PIG KEYRING WITH LIGHT & SOUND,1.25,178,2009-12-03,2011-11-11
22300,COFFEE MUG DOG + BALL DESIGN,2.55,504,2009-12-01,2011-11-14
22301,COFFEE MUG CAT + BIRD DESIGN,2.55,613,2009-12-01,2011-11-14
22302,COFFEE MUG PEARS  DESIGN,2.55,374,2009-12-01,2011-11-11
22303,COFFEE MUG APPLES DESIGN,2.55,514,2009-12-01,2011-11-11
22304,COFFEE MUG BLUE PAISLEY DESIGN,2.55,159,2009-12-01,2011-11-04
22305,COFFEE MUG PINK PAISLEY DESIGN,2.55,141,2009-12-01,2011-11-10
22306,SILVER MUG BONE CHINA TREE OF LIFE,1.65,129,2009-12-09,2011-11-14
22307,GOLD MUG BONE CHINA TREE OF LIFE,1.95,99,2009-12-07,2011-11-14
22308,TEA COSY BLUE STRIPE,4.96,192,2009-12-01,2011-11-14
22309,TEA COSY RED  STRIPE,2.55,248,2009-12-02,2011-11-13
22310,IVORY KNITTED MUG COSY,3.29,206,2009-12-03,2011-11-13
22311,OFFICE MUG WARMER BLACK+SILVER,2.95,282,2009-12-01,2011-11-14
22312,OFFICE MUG WARMER POLKADOT,2.95,241,2009-12-01,2011-11-14
22313,OFFICE MUG WARMER PINK,2.95,121,2009-12-02,2011-11-13
22314,OFFICE MUG WARMER CHOC+BLUE,4.95,222,2009-12-02,2011-11-14
22315,200 RED + WHITE BENDY STRAWS,1.25,374,2009-12-01,2011-11-14
22316,200 BENDY SKULL STRAWS,1.25,114,2009-12-09,2011-11-11
22317,FIVE CATS HANGING DECORATION,2.95,162,2009-12-04,2011-10-31
22318,FIVE HEART HANGING DECORATION,2.95,382,2009-12-01,2011-11-08
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,0.65,160,2009-12-01,2011-11-06
22320,BIRDS MOBILE VINTAGE DESIGN,5.95,170,2009-12-01,2011-11-08
22321,BIRD DECORATION RED RETROSPOT,0.85,296,2009-12-01,2011-11-11
22322,BIRD DECORATION GREEN POLKADOT,0.85,272,2009-12-02,2011-11-11
22323,PINK POLKADOT KIDS BAG,1.95,116,2009-12-03,2011-01-12
22324,BLUE POLKADOT KIDS BAG,4.13,141,2009-12-01,2011-11-14
22325,MOBILE VINTAGE HEARTS,4.95,217,2009-12-01,2011-11-08
22326,ROUND SNACK BOXES SET OF4 WOODLAND,2.95,1303,2010-01-07,2011-11-14
22327,ROUND SNACK BOXES SET OF 4 SKULLS,2.95,601,2010-01-10,2011-11-14
22328,ROUND SNACK BOXES SET OF 4 FRUITS,2.95,1107,2010-01-07,2011-11-14
22329,ROUND CONTAINER SET OF 5 RETROSPOT,1.65,587,2010-01-10,2011-11-14
22330,72 ROUND PINK DOILIES,1.45,22,2009-12-01,2010-02-07
22331,WOODLAND PARTY BAG + STICKER SET,1.65,420,2009-12-02,2011-11-14
22332,SKULLS PARTY BAG + STICKER SET,1.65,373,2009-12-03,2011-11-14
22333,RETROSPOT PARTY BAG + STICKER SET,1.65,673,2009-12-01,2011-11-14
22334,DINOSAUR PARTY BAG + STICKER SET,1.65,258,2009-12-03,2011-11-11
22335,HEART DECORATION PAINTED ZINC,0.65,482,2009-12-01,2011-11-14
22336,DOVE DECORATION PAINTED ZINC,0.65,214,2009-12-01,2011-10-14
22337,ANGEL DECORATION PAINTED ZINC,0.65,131,2009-12-01,2011-11-14
22338,STAR DECORATION PAINTED ZINC,0.65,198,2009-12-01,2011-11-14
22339,CHRISTMAS TREE PAINTED ZINC,0.65,137,2009-12-02,2011-11-14
22340,NOEL GARLAND PAINTED ZINC,0.83,134,2009-12-01,2011-11-14
22341,LOVE GARLAND PAINTED ZINC,1.65,235,2009-12-02,2011-11-14
22342,HOME GARLAND PAINTED ZINC,1.65,223,2009-12-02,2011-11-11
22343,PARTY PIZZA DISH RED RETROSPOT,0.85,173,2009-12-02,2011-11-14
22344,PARTY PIZZA DISH PINK POLKADOT,0.85,124,2009-12-02,2011-09-25
22345,PARTY PIZZA DISH BLUE POLKADOT,0.85,119,2009-12-02,2011-11-08
22346,PARTY PIZZA DISH GREEN POLKADOT,0.85,94,2009-12-02,2011-11-14
22347,PIZZA SLICE DISH,1.25,115,2009-12-01,2010-08-20
22348,TEA BAG PLATE RED SPOTTY,0.85,907,2009-12-01,2011-11-14
22349,DOG BOWL CHASING BALL DESIGN,3.75,352,2009-12-01,2011-11-13
22350,ILLUSTRATED CAT BOWL,2.55,321,2009-12-01,2011-11-13
22351,DOTCOMGIFTSHOP TEA TOWEL,3.29,3,2010-08-26,2011-06-29
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2.55,1076,2009-12-01,2011-11-14
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,2.55,493,2009-12-01,2011-05-08
22354,RETROSPOT PADDED SEAT CUSHION,3.75,278,2009-12-02,2011-11-14
22355,CHARLOTTE BAG SUKI DESIGN,0.85,1661,2009-12-01,2011-11-14
22356,CHARLOTTE BAG PINK POLKADOT,0.85,1507,2009-12-01,2011-11-14
22357,KINGS CHOICE BISCUIT TIN,4.25,429,2010-01-07,2011-11-14
22358,KINGS CHOICE TEA CADDY,2.95,579,2010-01-06,2011-11-14
22359,GLASS JAR KINGS CHOICE,2.95,194,2010-03-16,2011-11-11
22360,GLASS JAR ENGLISH CONFECTIONERY,2.95,392,2009-12-13,2011-11-14
22361,GLASS JAR DAISY FRESH COTTON WOOL,2.95,459,2010-03-15,2011-11-14
22362,GLASS JAR PEACOCK BATH SALTS,2.95,240,2010-03-15,2011-11-14
22363,GLASS JAR MARMALADE,2.95,157,2010-03-15,2011-11-07
22364,GLASS JAR DIGESTIVE BISCUITS,2.95,319,2010-03-15,2011-11-14
22365,DOORMAT RESPECTABLE HOUSE,7.95,421,2010-01-04,2011-11-11
22366,DOORMAT AIRMAIL,7.95,554,2010-01-04,2011-11-14
22367,CHILDRENS APRON SPACEBOY DESIGN,1.95,1068,2010-01-10,2011-11-14
22371,AIRLINE BAG VINTAGE TOKYO 78,4.25,621,2010-02-12,2011-11-14
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,4.25,262,2010-02-11,2011-11-10
22374,AIRLINE BAG VINTAGE JET SET RED,4.25,404,2010-02-14,2011-11-13
22375,AIRLINE BAG VINTAGE JET SET BROWN,4.25,260,2010-02-14,2011-11-14
22376,AIRLINE BAG VINTAGE JET SET WHITE,4.25,234,2010-02-14,2011-11-14
22377,BOTTLE BAG RETROSPOT,2.1,426,2010-01-26,2011-11-14
22378,WALL TIDY RETROSPOT,2.1,516,2010-01-25,2011-11-14
22379,RECYCLING BAG RETROSPOT,2.1,1501,2010-01-25,2011-11-14
22380,TOY TIDY SPACEBOY,2.1,655,2010-01-22,2011-11-14
22381,TOY TIDY PINK POLKADOT,2.1,1070,2010-01-24,2011-11-14
22382,LUNCH BAG SPACEBOY DESIGN,1.65,2025,2010-01-22,2011-11-14
22383,LUNCH BAG SUKI  DESIGN,1.65,2287,2010-01-22,2011-11-14
22384,LUNCH BAG PINK POLKADOT,1.65,2014,2010-01-25,2011-11-14
22385,JUMBO BAG SPACEBOY DESIGN,1.95,1178,2010-01-29,2011-11-14
22386,JUMBO BAG PINK POLKADOT,1.95,2158,2010-01-29,2011-11-14
22389,PAPERWEIGHT SAVE THE PLANET,2.55,77,2010-03-30,2011-11-14
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2.55,71,2010-03-26,2011-11-14
22391,PAPERWEIGHT HOME SWEET HOME,2.55,58,2010-03-30,2011-11-11
22393,PAPERWEIGHT VINTAGE COLLAGE,2.55,100,2010-03-26,2011-11-14
22394,PAPERWEIGHT KINGS CHOICE,2.55,49,2010-04-06,2011-11-08
22395,PAPERWEIGHT VINTAGE PAISLEY,2.55,41,2010-04-13,2011-11-13
22396,MAGNETS PACK OF 4 RETRO PHOTO,1.25,171,2010-03-26,2011-11-14
22398,MAGNETS PACK OF 4 SWALLOWS,1.25,394,2010-03-26,2011-11-14
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1.25,272,2010-03-26,2011-11-09
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1.25,208,2010-03-30,2011-11-14
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1.25,225,2010-03-26,2011-11-14
22403,MAGNETS PACK OF 4 VINTAGE LABELS,1.25,200,2010-03-29,2011-11-14
22405,MONEY BOX POCKET MONEY DESIGN,1.25,202,2010-03-26,2011-11-01
22406,MONEY BOX KINGS CHOICE DESIGN,1.25,191,2010-03-26,2011-11-14
22407,MONEY BOX FIRST ADE DESIGN,1.25,71,2010-03-26,2011-11-01
22408,MONEY BOX CONFECTIONERY DESIGN,1.25,89,2010-03-26,2011-11-14
22409,MONEY BOX BISCUITS DESIGN,1.25,158,2010-03-26,2011-10-24
22410,MONEY BOX HOUSEKEEPING DESIGN,1.25,184,2010-03-26,2011-11-08
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.95,2073,2010-01-29,2011-11-14
22412,METAL SIGN NEIGHBOURHOOD WITCH,2.1,402,2010-01-29,2011-11-10
22413,METAL SIGN TAKE IT OR LEAVE IT,2.95,857,2010-01-29,2011-11-14
22414,DOORMAT NEIGHBOURHOOD WITCH,7.95,204,2010-01-10,2011-11-14
22415,WHITE TISSUE REAM,7.95,204,2009-12-01,2011-01-26
22416,SET OF 36 DOILIES SPACEBOY DESIGN,1.45,173,2010-02-03,2011-11-13
22417,PACK OF 60 SPACEBOY CAKE CASES,0.55,1062,2010-01-31,2011-11-14
22418,10 COLOUR SPACEBOY PEN,0.85,550,2010-05-06,2011-11-14
22419,LIPSTICK PEN RED,0.42,452,2010-05-07,2011-11-14
22420,LIPSTICK PEN BABY PINK,0.42,202,2010-05-07,2011-11-14
22421,LIPSTICK PEN FUSCHIA,0.42,369,2010-05-06,2011-11-14
22422,TOOTHPASTE TUBE PEN,1.25,295,2010-05-07,2011-11-14
22423,REGENCY CAKESTAND 3 TIER,12.75,3743,2010-03-15,2011-11-14
22424,ENAMEL BREAD BIN CREAM,12.75,700,2010-05-16,2011-11-14
22425,ENAMEL COLANDER CREAM,4.95,286,2010-05-16,2011-11-13
22426,ENAMEL WASH BOWL CREAM,3.75,352,2010-04-08,2011-11-11
22427,ENAMEL FLOWER JUG CREAM,5.95,797,2010-05-14,2011-10-20
22428,ENAMEL FIRE BUCKET CREAM,6.95,180,2010-04-08,2011-11-14
22429,ENAMEL MEASURING JUG CREAM,4.25,585,2010-03-18,2011-11-14
22430,ENAMEL WATERING CAN CREAM,4.95,349,2010-05-14,2011-11-10
22431,WATERING CAN BLUE ELEPHANT,1.95,601,2010-02-22,2011-11-08
22432,WATERING CAN PINK BUNNY,1.95,512,2010-02-18,2011-11-11
22433,WATERING CAN GREEN DINOSAUR,1.95,414,2010-02-18,2011-11-04
22434,BALLOON PUMP WITH 10 BALLOONS,1.95,263,2010-04-07,2011-11-13
22435,SET OF 9 HEART SHAPED BALLOONS,1.25,510,2010-04-08,2011-11-13
22436,12 COLOURED PARTY BALLOONS,0.65,267,2010-04-07,2011-11-14
22437,SET OF 9 BLACK SKULL BALLOONS,0.85,420,2010-04-07,2011-11-14
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1.95,141,2010-04-11,2011-11-14
22439,6 ROCKET BALLOONS,0.65,328,2010-04-08,2011-11-14
22440,BALLOON WATER BOMB PACK OF 35,0.42,277,2010-04-11,2011-11-11
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2.1,436,2010-03-23,2011-11-14
22442,GROW YOUR OWN FLOWERS SET OF 3,7.95,148,2010-03-23,2011-11-14
22443,GROW YOUR OWN HERBS SET OF 3,7.95,264,2010-03-23,2011-08-05
22444,GROW YOUR OWN PLANT IN A CAN,1.25,453,2010-03-23,2011-05-19
22445,PENCIL CASE LIFE IS BEAUTIFUL,2.95,252,2010-03-17,2011-11-14
22446,PIN CUSHION BABUSHKA PINK,3.35,153,2010-03-18,2011-11-14
22447,PIN CUSHION BABUSHKA BLUE,3.35,77,2010-03-23,2011-11-11
22448,PIN CUSHION BABUSHKA RED,3.35,108,2010-03-18,2011-11-04
22449,SILK PURSE BABUSHKA PINK,3.35,302,2010-03-17,2011-11-14
22450,SILK PURSE BABUSHKA BLUE,3.35,174,2010-03-17,2011-11-14
22451,SILK PURSE BABUSHKA RED,3.35,238,2010-03-17,2011-05-13
22452,MEASURING TAPE BABUSHKA PINK,2.95,250,2010-03-21,2011-11-14
22453,MEASURING TAPE BABUSHKA BLUE,2.95,132,2010-03-21,2011-11-08
22454,MEASURING TAPE BABUSHKA RED,2.95,177,2010-03-19,2011-11-13
22456,NATURAL SLATE CHALKBOARD LARGE,4.95,789,2010-03-04,2011-11-14
22457,NATURAL SLATE HEART CHALKBOARD,2.95,1923,2010-03-04,2011-11-14
22458,CAST IRON HOOK GARDEN FORK,2.55,173,2010-03-04,2011-04-20
22459,CAST IRON HOOK GARDEN TROWEL,2.55,172,2010-03-04,2011-04-27
22460,EMBOSSED GLASS TEALIGHT HOLDER,1.25,349,2010-03-08,2011-11-14
22461,SAVOY ART DECO CLOCK,12.75,146,2010-03-07,2011-08-12
22464,HANGING METAL HEART LANTERN,1.65,737,2010-03-04,2011-11-14
22465,HANGING METAL STAR LANTERN,1.65,413,2010-03-04,2011-11-14
22466,FAIRY TALE COTTAGE NIGHTLIGHT,1.95,351,2010-03-05,2011-11-14
22467,GUMBALL COAT RACK,2.55,1011,2010-03-04,2011-11-14
22468,BABUSHKA LIGHTS STRING OF 10,6.75,392,2010-03-08,2011-11-11
22469,HEART OF WICKER SMALL,1.65,2037,2010-04-22,2011-11-14
22470,HEART OF WICKER LARGE,2.95,1874,2010-04-22,2011-11-14
22471,TV DINNER TRAY AIR HOSTESS,4.95,159,2010-03-11,2011-11-14
22472,TV DINNER TRAY DOLLY GIRL,4.95,226,2010-03-08,2011-11-11
22473,TV DINNER TRAY VINTAGE PAISLEY,4.95,192,2010-03-11,2011-11-14
22474,SPACEBOY TV DINNER TRAY,4.95,221,2010-03-08,2011-11-14
22475,SKULL DESIGN TV DINNER TRAY,4.95,220,2010-03-05,2011-11-11
22476,EMPIRE UNION JACK TV DINNER TRAY,4.95,246,2010-03-07,2011-11-14
22477,WATERING CAN GARDEN MARKER,1.25,262,2010-03-05,2011-11-14
22478,BIRDHOUSE GARDEN MARKER,1.25,299,2010-03-05,2011-11-13
22479,DAISY GARDEN MARKER,1.25,206,2010-03-05,2011-11-09
22480,RED TEA TOWEL CLASSIC DESIGN,1.25,263,2010-03-05,2011-08-28
22481,BLACK TEA TOWEL CLASSIC DESIGN,1.25,197,2010-03-07,2011-11-14
22482,BLUE TEA TOWEL CLASSIC DESIGN,1.25,214,2010-03-05,2011-07-05
22483,RED GINGHAM TEDDY BEAR,2.95,320,2010-03-04,2011-11-14
22485,SET OF 2 WOODEN MARKET CRATES,12.75,401,2010-03-05,2011-11-09
22486,PLASMATRONIC LAMP,12.75,33,2010-03-08,2011-11-14
22487,WHITE WOOD GARDEN PLANT LADDER,9.95,864,2010-03-05,2011-11-14
22488,NATURAL SLATE RECTANGLE CHALKBOARD,1.65,770,2010-03-05,2011-11-14
22489,PACK OF 12 TRADITIONAL CRAYONS,0.42,715,2010-03-02,2011-11-14
22491,PACK OF 12 COLOURED PENCILS,0.85,366,2010-05-06,2011-11-13
22492,MINI PAINT SET VINTAGE,0.65,691,2010-05-06,2011-11-14
22493,PAINT YOUR OWN CANVAS SET,1.65,379,2010-05-07,2011-11-14
22494,EMERGENCY FIRST AID TIN,1.25,439,2010-01-29,2011-11-14
22495,SET OF 2 ROUND TINS CAMEMBERT,2.95,211,2010-01-29,2011-11-14
22496,SET OF 2 ROUND TINS DUTCH CHEESE,2.95,178,2010-01-29,2011-11-14
22497,SET OF 2 TINS VINTAGE BATHROOM,4.25,276,2010-01-31,2011-11-04
22498,WOODEN REGATTA BUNTING,5.95,371,2010-02-03,2011-11-13
22499,WOODEN UNION JACK BUNTING,5.95,750,2010-02-02,2011-11-14
22500,SET OF 2 TINS JARDIN DE PROVENCE,4.95,172,2010-01-31,2011-11-07
22501,PICNIC BASKET WICKER LARGE,9.95,762,2010-05-21,2011-11-06
22502,PICNIC BASKET WICKER SMALL,5.95,924,2010-05-23,2011-09-25
22503,CABIN BAG VINTAGE PAISLEY,29.95,52,2010-04-30,2011-10-26
22504,CABIN BAG VINTAGE RETROSPOT,29.95,111,2010-05-04,2011-11-09
22505,MEMO BOARD COTTAGE DESIGN,4.95,716,2010-03-10,2011-11-14
22507,MEMO BOARD RETROSPOT  DESIGN,4.95,846,2010-03-11,2011-11-14
22508,DOORSTOP RETROSPOT HEART,3.75,667,2010-03-11,2011-11-14
22509,SEWING BOX RETROSPOT DESIGN,16.95,151,2010-03-10,2011-11-13
22510,GINGHAM BABUSHKA DOORSTOP,3.75,77,2010-03-12,2011-11-14
22511,RETROSPOT BABUSHKA DOORSTOP,3.75,93,2010-03-12,2011-11-11
22512,DOORSTOP RACING CAR DESIGN,3.75,60,2010-03-12,2011-11-14
22513,DOORSTOP FOOTBALL DESIGN,3.75,152,2010-03-14,2011-11-14
22514,CHILDS GARDEN SPADE BLUE,2.1,217,2010-03-28,2011-11-08
22515,CHILDS GARDEN SPADE PINK,2.1,195,2010-03-28,2011-11-02
22516,CHILDS GARDEN RAKE BLUE,2.1,151,2010-03-28,2011-08-15
22517,CHILDS GARDEN RAKE PINK,2.1,141,2010-03-26,2011-11-06
22518,CHILDS GARDEN BRUSH BLUE,2.1,266,2010-03-25,2011-05-16
22519,CHILDS GARDEN BRUSH PINK,2.1,258,2010-03-25,2011-06-07
22520,CHILDS GARDEN TROWEL BLUE,0.85,369,2010-03-25,2011-05-17
22521,CHILDS GARDEN TROWEL PINK,0.85,370,2010-03-25,2011-05-05
22522,CHILDS GARDEN FORK BLUE,0.85,329,2010-03-25,2011-11-09
22523,CHILDS GARDEN FORK PINK,0.85,341,2010-03-25,2011-11-09
22524,CHILDRENS GARDEN GLOVES BLUE,1.25,293,2010-03-25,2011-05-24
22525,CHILDRENS GARDEN GLOVES PINK,1.25,328,2010-03-25,2011-04-18
22526,WHEELBARROW FOR CHILDREN,12.75,200,2010-03-26,2011-11-10
22528,GARDENERS KNEELING PAD,1.25,554,2010-03-26,2010-12-07
22529,MAGIC DRAWING SLATE GO TO THE FAIR,0.42,141,2010-03-28,2011-11-13
22530,MAGIC DRAWING SLATE DOLLY GIRL,0.42,437,2010-03-28,2011-11-13
22531,MAGIC DRAWING SLATE CIRCUS PARADE,0.42,380,2010-03-31,2011-11-14
22532,MAGIC DRAWING SLATE LEAP FROG,0.42,161,2010-03-28,2011-11-10
22533,MAGIC DRAWING SLATE BAKE A CAKE,0.42,216,2010-03-28,2011-11-14
22534,MAGIC DRAWING SLATE SPACEBOY,0.42,551,2010-03-28,2011-11-14
22535,MAGIC DRAWING SLATE BUNNIES,0.42,280,2010-03-25,2011-11-14
22536,MAGIC DRAWING SLATE PURDEY,0.42,344,2010-03-28,2011-11-13
22537,MAGIC DRAWING SLATE DINOSAUR,0.42,324,2010-03-29,2011-11-14
22538,MINI JIGSAW GO TO THE FAIR,0.42,78,2010-03-28,2011-10-13
22539,MINI JIGSAW DOLLY GIRL,0.42,225,2010-03-26,2011-11-11
22540,MINI JIGSAW CIRCUS PARADE,0.42,172,2010-03-28,2011-11-10
22541,MINI JIGSAW LEAP FROG,0.42,57,2010-03-28,2011-11-06
22543,MINI JIGSAW BAKE A CAKE,0.42,107,2010-03-26,2011-11-11
22544,MINI JIGSAW SPACEBOY,0.42,303,2010-03-25,2011-11-13
22545,MINI JIGSAW BUNNIES,0.42,171,2010-03-26,2011-11-14
22546,MINI JIGSAW PURDEY,0.42,159,2010-03-26,2011-11-11
22547,MINI JIGSAW DINOSAUR,0.42,164,2010-03-26,2011-11-14
22548,HEADS AND TAILS SPORTING FUN,1.25,428,2010-03-25,2011-11-13
22549,PICTURE DOMINOES,1.45,642,2010-03-25,2011-11-14
22550,HOLIDAY FUN LUDO,3.75,396,2010-03-25,2011-11-14
22551,PLASTERS IN TIN SPACEBOY,1.65,1195,2010-03-25,2011-11-14
22553,PLASTERS IN TIN SKULLS,1.65,1003,2010-03-25,2011-11-14
22554,PLASTERS IN TIN WOODLAND ANIMALS,1.65,1172,2010-03-25,2011-11-14
22555,PLASTERS IN TIN STRONGMAN,1.65,880,2010-03-25,2011-11-14
22556,PLASTERS IN TIN CIRCUS PARADE,1.65,1116,2010-03-25,2011-11-14
22557,PLASTERS IN TIN VINTAGE PAISLEY,1.65,1047,2010-03-25,2011-11-14
22558,CLOTHES PEGS RETROSPOT PACK 24,1.49,1141,2010-04-14,2011-11-14
22559,SEASIDE FLYING DISC,1.25,194,2010-03-25,2011-11-14
22560,TRADITIONAL MODELLING CLAY,1.25,684,2010-03-25,2011-11-14
22561,WOODEN SCHOOL COLOURING SET,1.65,840,2010-03-25,2011-11-14
22562,MONSTERS STENCIL CRAFT,1.25,346,2010-03-24,2011-11-14
22563,HAPPY STENCIL CRAFT,1.25,469,2010-03-24,2011-11-14
22564,ALPHABET STENCIL CRAFT,1.25,306,2010-03-24,2011-11-14
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,0.85,247,2010-03-10,2011-11-14
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,0.85,264,2010-03-10,2011-11-14
22567,20 DOLLY PEGS RETROSPOT,1.25,483,2010-03-26,2011-11-13
22568,FELTCRAFT CUSHION OWL,3.75,835,2010-03-10,2011-11-14
22569,FELTCRAFT CUSHION BUTTERFLY,3.75,784,2010-03-10,2011-10-25
22570,FELTCRAFT CUSHION RABBIT,3.75,805,2010-03-10,2011-10-26
22571,ROCKING HORSE RED CHRISTMAS,0.85,444,2010-07-23,2011-11-14
22572,ROCKING HORSE GREEN CHRISTMAS,0.85,330,2010-07-22,2011-11-14
22573,STAR WOODEN CHRISTMAS DECORATION,0.85,344,2010-07-18,2011-11-14
22574,HEART WOODEN CHRISTMAS DECORATION,0.85,348,2010-07-18,2011-11-14
22575,METAL MERRY CHRISTMAS WREATH,1.95,328,2010-07-18,2011-11-14
22576,SWALLOW WOODEN CHRISTMAS DECORATION,0.85,278,2010-07-18,2011-11-14
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.85,672,2010-07-18,2011-11-14
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.85,601,2010-07-18,2011-11-14
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.85,490,2010-07-18,2011-11-14
22580,ADVENT CALENDAR GINGHAM SACK,5.95,423,2010-07-20,2011-11-14
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,0.85,318,2010-07-18,2011-11-14
22582,PACK OF 6 SWEETIE GIFT BOXES,2.55,285,2010-03-10,2011-11-14
22583,PACK OF 6 HANDBAG GIFT BOXES,2.55,340,2010-03-10,2011-11-14
22584,PACK OF 6 PANNETONE GIFT BOXES,2.55,571,2010-03-10,2011-11-14
